date,Open,High,Low,close,Volume,Prev. Day Open Interest
2011-03-28,1309.25,1315.25,1302,1302.25,1290490,2631428
2011-03-25,1304.5,1314.5,1304,1310,1651563,2598402
2011-03-24,1292,1306.75,1289.25,1305.25,1833298,2603534
2011-03-23,1287.75,1296,1279,1292,1939892,2587522
2011-03-22,1292.5,1296.5,1287.5,1288,1441789,2568898
2011-03-21,1276.25,1296.25,1274.75,1293,1488232,2553822
2011-03-18,1268.5,1287.5,1261.5,1274.25,2342198,2565944
2011-03-17,1254.75,1274.5,1241.25,1268.75,2979478,2586929
2011-03-16,1274.75,1283.5,1243.25,1254,4540281,2518402
2011-03-15,1290.5,1293.25,1251,1275.25,3992352,2134386
2011-03-14,1298.5,1300.75,1281,1290.5,2788791,1639297
2011-03-11,1289,1303.75,1278.5,1301.25,2185696,1310121
2011-03-10,1311,1312.5,1287.75,1289.5,1844627,945951
2011-03-09,1314.75,1320,1306.5,1310.5,269929,439021
2011-03-08,1303.75,1321,1301.25,1315.25,140172,239079
2011-03-07,1315,1322,1298.25,1304.25,58934,137428
2011-03-04,1324.5,1329.5,1306.5,1315.5,23611,102828
2011-03-03,1300.75,1327,1300.75,1324.75,24845,93800
2011-03-02,1296,1308.75,1291.5,1300.75,21409,79860
2011-03-01,1321.75,1331.25,1296,1296,16143,71943
2011-02-28,1315.25,1325,1309.2,1322,400203.4,619943.8
2011-02-25,1299.2,1316.85,1298.35,1315.75,738851,1179485.8
2011-02-24,1302.25,1308.75,1290.6,1300.75,1749361,1741651
2011-02-23,1313,1319.45,1296.6,1304.5,2461522,2333479.2
2011-02-22,1328.5,1334.5,1310.25,1314.5,3257861,2898256
2011-02-21,1342.25,1342.5,1329,1330,1516091,2854700
2011-02-18,1337.75,1343,1335,1342.5,1516091,2863417
2011-02-17,1333,1340,1328.5,1337.75,1677669,2849648
2011-02-16,1326.25,1336,1325.75,1333,1801087,2845287
2011-02-15,1328,1329.25,1322.25,1326.25,1457415,2814250
2011-02-14,1326,1331.25,1324.5,1327.75,1171814,2809512
2011-02-11,1318.25,1328.75,1310,1327.25,1881031,2799214
2011-02-10,1318.5,1320.5,1308.5,1318.75,2055532,2799077
2011-02-09,1321.5,1322,1311.75,1319.25,1825859,2780883
2011-02-08,1315,1322.25,1313,1321.75,1453914,2754984
2011-02-07,1307.25,1320,1306,1315.75,1501112,2730158
2011-02-04,1303.25,1308.5,1298,1307.25,1585618,2706640
2011-02-03,1300.25,1305.75,1291.5,1303.25,1828391,2692805
2011-02-02,1302.25,1305.5,1298,1300,1396167,2714368
2011-02-01,1282.5,1306,1281.25,1302.75,2089240,2690241
2011-01-31,1269.5,1283.75,1262.25,1282.5,2314420,2666224
2011-01-28,1295.25,1299.5,1270.5,1271.5,3238629,2694729
2011-01-27,1293.75,1298.25,1289.25,1295.75,1554851,2634255
2011-01-26,1287.25,1296.75,1286,1293.5,1609255,2646887
2011-01-25,1288.5,1291.75,1277,1287.5,2360267,2635938
2011-01-24,1279.5,1289.75,1277.75,1288.5,1635794,2634978
2011-01-21,1276,1288,1273.25,1279.75,2012431,2594871
2011-01-20,1279.25,1281.5,1267.5,1276.25,2534106,2614326
2011-01-19,1294.5,1296.25,1275,1278.5,2322868,2586802
2011-01-18,1285.5,1295,1284,1294.75,1673094,2563543
2011-01-17,1289.5,1291.5,1282.75,1285.25,1631162,2527355
2011-01-14,1281.25,1290,1274.25,1289.5,1631162,2530027
2011-01-13,1283.25,1284.5,1276.25,1281.25,1671242,2531081
2011-01-12,1270,1284.25,1269.25,1283.5,1604117,2557791
2011-01-11,1265.5,1273.75,1264,1270.5,1662412,2527804
2011-01-10,1266.25,1268,1258,1265.5,1876415,2507962
2011-01-07,1269.75,1274,1257.75,1267.5,2175596,2505895
2011-01-06,1271.75,1277,1266.25,1270.25,1614397,2495267
2011-01-05,1265.5,1273.75,1255.75,1271.75,1797267,2510775
2011-01-04,1264.75,1270,1258.25,1265.25,1778621,2495528
2011-01-03,1256,1272.5,1255.25,1265.25,1591034,2500721
2010-12-31,1254.25,1257.75,1249.5,1253,667046,2478376
2010-12-30,1255.75,1257.5,1251.5,1254.5,713588,2469321
2010-12-29,1254,1258.5,1253.25,1255.75,588441,2475165
2010-12-28,1253.5,1256.5,1251.5,1254,553798,2477060
2010-12-27,1249.5,1254.25,1245.5,1253.25,587701,2458879
2010-12-23,1254.5,1255.75,1249.25,1253,594048,2437477
2010-12-22,1250,1255,1249,1254.5,664281,2433418
2010-12-21,1241,1251.25,1240.75,1250.75,943293,2433418
2010-12-20,1240,1245.75,1234,1241.25,1145804,2422001
2010-12-17,1238.5,1241,1234.5,1238.5,1340620,2392696
2010-12-16,1232,1239.75,1227.5,1238.5,1738245,2397297
2010-12-15,1236.75,1239.5,1228.75,1232,2114241,2245053
2010-12-14,1236,1242.25,1232.75,1236.75,2008662,1991813
2010-12-13,1237.5,1242,1232,1236.25,1824807,1594522
2010-12-10,1227.75,1236.25,1226.75,1236,1450096,1279636
2010-12-09,1223.25,1233,1221.25,1228,1073405,871881
2010-12-08,1217.5,1224,1212.5,1223.75,299447,458617
2010-12-07,1217.25,1229.75,1214.25,1218.25,135446,235288
2010-12-06,1218.5,1221.25,1211.5,1217,61676,167955
2010-12-03,1217.5,1222.25,1208,1218.5,41853,124614
2010-12-02,1198.75,1218,1197,1217.5,20411,107462
2010-12-01,1172.5,1202.5,1171.5,1199.5,26732,98488
2010-11-30,1181.9,1183.85,1168.8,1175.5,626343.2,622911.4
2010-11-29,1186.25,1190.45,1169.25,1183.5,1001991.4,1153847.4
2010-11-26,1196.8,1197.1,1180.7,1181.15,578939.2,1691831.6
2010-11-25,1194.6,1199.4,1191.8,1199,1460076.2,2239915.4
2010-11-24,1178,1197.5,1175.5,1196.5,1818843,2778957
2010-11-23,1197,1197.75,1174.75,1178.25,2456997,2778957
2010-11-22,1202.75,1206,1182.5,1198,2212329,2773910
2010-11-19,1197.5,1200,1187.5,1198.25,1733603,2794626
2010-11-18,1177.75,1199,1177,1197.75,2067180,2808354
2010-11-17,1175.75,1182,1173.25,1177.5,2021219,2779026
2010-11-16,1195.25,1195.25,1171,1174.75,3168883,2831177
2010-11-15,1195.5,1205.75,1192.5,1195.75,2071297,2830041
2010-11-12,1210.5,1211.75,1191.5,1195.5,2766115,2812753
2010-11-11,1213.5,1213.75,1202,1211,1775665,2806244
2010-11-10,1210.5,1217,1201.75,1214,2483583,2797314
2010-11-09,1219.25,1224.75,1206.25,1211,2324133,2778956
2010-11-08,1220.5,1222.25,1214.75,1220,1542756,2809190
2010-11-05,1218.25,1224.5,1212.5,1222,2301698,2735053
2010-11-04,1197.5,1218.75,1195.25,1218.5,2301698,2748912
2010-11-03,1192.75,1198,1179.5,1197.25,2361808,2683550
2010-11-02,1182.75,1193.5,1180.75,1192.75,1573659,2694988
2010-11-01,1180.5,1192.75,1173.75,1183,2032082,2670465
2010-10-29,1179.25,1182.5,1172,1180.5,1751544,2671762
2010-10-28,1178.5,1187.5,1173.5,1179.25,2014979,2668557
2010-10-27,1183.25,1186.25,1167.75,1178.75,2246880,2690222
2010-10-26,1182,1184.25,1174,1182.75,1743843,2686156
2010-10-25,1180.75,1193,1180.5,1182.75,1752840,2679509
2010-10-22,1175.25,1181.5,1173.25,1180.75,1204824,2671093
2010-10-21,1174.75,1186.25,1167.25,1175.75,2408540,2689222
2010-10-20,1164,1180,1160.5,1174.75,2289137,2707547
2010-10-19,1178.75,1179.5,1155.5,1163.75,3065772,2681018
2010-10-18,1174.25,1182.25,1164.75,1178.25,1465558,2688392
2010-10-15,1174,1180,1163,1175,2644031,2675728
2010-10-14,1174.75,1180.75,1162.5,1173.5,2400204,2711338
2010-10-13,1165.25,1181,1164.25,1174.25,2163266,2723060
2010-10-12,1162.5,1169,1151.75,1164.5,1941433,2646446
2010-10-11,1161.5,1165,1157.75,1162.25,1005696,2640554
2010-10-08,1156.5,1164,1145.5,1160.5,1969643,2627827
2010-10-07,1155.75,1163.75,1147.25,1156.5,1988730,2625005
2010-10-06,1155,1160,1151,1155.75,1720880,2623535
2010-10-05,1134.75,1158.75,1132.75,1154.75,2203058,2638930
2010-10-04,1143.25,1144,1127,1134.75,1849807,2569442
2010-10-01,1135.75,1146.5,1134.5,1142.25,2065971,2546627
2010-09-30,1141,1153.5,1131.25,1136.75,2825790,2536476
2010-09-29,1141.75,1146.75,1135.5,1141,1860633,2582239
2010-09-28,1137.75,1146,1127.25,1141.75,2305031,2566485
2010-09-27,1144,1149.75,1137,1137.75,1343049,2557181
2010-09-24,1120.5,1144.5,1118.5,1143.25,1846093,2561544
2010-09-23,1130,1134.5,1117.25,1120.5,2190002,2515427
2010-09-22,1135,1140.25,1126.5,1129.75,1957234,2514158
2010-09-21,1136.5,1144,1130.25,1134.75,2098867,2416981
2010-09-20,1118.5,1140.25,1117,1136.5,1789965,2432315
2010-09-17,1122.75,1132.75,1117,1119.75,1933484,2436902
2010-09-16,1121,1124,1112.75,1122.5,1866295,2453572
2010-09-15,1115.5,1121.5,1109,1120.75,2083703,2372341
2010-09-14,1115.75,1122.5,1110.25,1115.75,2304737,2127504
2010-09-13,1110,1119,1108,1116.25,1998170,1793046
2010-09-10,1097.75,1105.75,1095.5,1105,1530259,1367848
2010-09-09,1094.25,1107,1092,1097.5,1133889,904547
2010-09-08,1086.25,1097.75,1081.75,1094.5,322727,466445
2010-09-07,1099.25,1102.25,1085,1086.25,129448,222003
2010-09-06,1094.5,1102,1094.5,1099.25,39641,110174
2010-09-03,1084.25,1099.5,1081.25,1098.5,39641,110177
2010-09-02,1076,1085.25,1071.5,1084.5,13327,89077
2010-09-01,1047,1077.5,1045.75,1076.75,13608,81493
2010-08-31,1041,1050.05,1033.7,1044.25,518628.6,655199.8
2010-08-30,1060.9,1069.75,1041.8,1042,609615.4,1216676.2
2010-08-27,1041.45,1062.4,1035.35,1061.75,1530453.2,1778641.8
2010-08-26,1054.1,1060.75,1042.05,1043.75,1596515.4,2346877.4
2010-08-25,1050,1057.75,1037.25,1054.5,2478780,2880019
2010-08-24,1065.5,1065.75,1044,1049.75,2466756,2879240
2010-08-23,1070,1080.25,1064.25,1065.5,1567358,2822978
2010-08-20,1070.75,1076,1061.75,1070.25,1806978,2792043
2010-08-19,1087,1095,1068.5,1070.75,2433838,2815775
2010-08-18,1089,1098.5,1083.75,1086.75,1814778,2752050
2010-08-17,1077.25,1098.5,1074.5,1089,1779783,2787274
2010-08-16,1077.5,1081.5,1066.25,1077.25,1612131,2765067
2010-08-13,1079.5,1089,1072.5,1076,1479393,2726008
2010-08-12,1085,1087.5,1070.5,1079.25,2180112,2746057
2010-08-11,1119.25,1119.75,1084.5,1085,2638258,2747067
2010-08-10,1125.25,1125.75,1108.25,1119.75,2029717,2716708
2010-08-09,1120,1126.75,1116.5,1125.5,998906,2717711
2010-08-06,1123.5,1127,1103.75,1119.5,2177376,2713680
2010-08-05,1124.75,1127.75,1115.5,1123.5,1340145,2710663
2010-08-04,1118,1126,1112.25,1124.5,1591800,2699304
2010-08-03,1121.75,1122.75,1113.25,1118.25,1493524,2716644
2010-08-02,1104.5,1124.25,1101.75,1121.75,1610959,2730487
2010-07-30,1096.25,1103.5,1083.5,1098.25,2133582,2709258
2010-07-29,1102.5,1113,1088.75,1097,2250104,2761379
2010-07-28,1110.5,1115.75,1099.25,1102,1641500,2746022
2010-07-27,1109.25,1118.75,1106,1111,1822245,2758792
2010-07-26,1101.25,1111.75,1097,1109.5,1543914,2745169
2010-07-23,1087.25,1101.5,1084,1100.5,2091081,2770900
2010-07-22,1063.25,1094.5,1061.25,1087.75,2178892,2775061
2010-07-21,1079.5,1087.75,1061,1064,2440958,2791287
2010-07-20,1063.25,1080.75,1050.75,1080,2275816,2796302
2010-07-19,1061.75,1071,1057,1063.75,1760879,2785149
2010-07-16,1090.5,1094.75,1059,1063,2503643,2756881
2010-07-15,1091.25,1099.25,1076.25,1090.5,2416608,2773274
2010-07-14,1095,1099,1083.5,1091,1940692,2770538
2010-07-13,1076,1096,1073,1089.75,2001017,2800205
2010-07-12,1071.5,1077.25,1065.5,1076.5,1382638,2782993
2010-07-09,1066.75,1075,1063.25,1072.5,1421814,2747468
2010-07-08,1058.75,1068.5,1054,1067,2112208,2775844
2010-07-07,1024,1059.75,1016.25,1059.25,2556140,2834603
2010-07-06,1011.75,1038.5,1002.75,1024.25,2431642,2863819
2010-07-05,1015,1018.5,1011.25,1012,2135335,2825204
2010-07-02,1022.25,1032.5,1010.75,1014.25,2135335,2829651
2010-07-01,1024.5,1029.75,1006,1021.75,3354900,2828763
2010-06-30,1035.25,1044.5,1023,1026.5,2622061,2762700
2010-06-29,1070.5,1074.75,1030.25,1035.25,3109449,2742306
2010-06-28,1074.25,1079.75,1066.5,1071,1686899,2679807
2010-06-25,1070.25,1079.5,1062.75,1074.75,2454671,2687382
2010-06-24,1086.5,1091,1066.5,1070.5,2551855,2657033
2010-06-23,1090.75,1097.75,1080.25,1087.5,2235636,2592658
2010-06-22,1110.5,1117,1089.5,1090.5,2286571,2601822
2010-06-21,1116,1129.5,1103.25,1110.5,2162081,2571881
2010-06-18,1111.5,1116.75,1108.25,1110.25,1631682,2533026
2010-06-17,1110,1117.5,1100.75,1111.75,2715158,2508842
2010-06-16,1109.25,1114.75,1100,1109.5,2522048,2425040
2010-06-15,1085.75,1111.5,1084.25,1109.25,2694530,2199082
2010-06-14,1087.5,1101.75,1084.25,1086.25,2411842,1874813
2010-06-11,1079.75,1088.25,1070.25,1085,2234724,1435415
2010-06-10,1050.75,1083.5,1047.75,1079.5,1928796,1116027
2010-06-09,1055.5,1073,1047.25,1051.25,364444,550208
2010-06-08,1043.25,1059,1037,1055,139432,307123
2010-06-07,1059.5,1066.5,1043.25,1043.75,86084,223882
2010-06-04,1099.25,1102.75,1055.25,1061.75,62763,181201
2010-06-03,1093.75,1100.75,1086.75,1099.25,77343,160787
2010-06-02,1064,1094,1062.5,1092.5,20788,109561
2010-06-01,1088,1090,1064.25,1065.25,18177,103263
2010-05-31,1088.1,1092.4,1082.55,1086.35,490656.4,608685.6
2010-05-28,1097.4,1104.35,1080.85,1085.95,959634.8,1116305.6
2010-05-27,1058.4,1101.2,1051.3,1099.3,1583099.6,1626288.8
2010-05-26,1072.15,1088.85,1059.75,1060.4,2347928.8,2169813.4
2010-05-25,1069.5,1074.75,1036.75,1073,3433912,2656785
2010-05-24,1085.5,1088.75,1070,1071,2231741,2651323
2010-05-21,1069.25,1088.75,1051.25,1084.5,4024607,2604744
2010-05-20,1110,1116.5,1067.25,1070,4378875,2728055
2010-05-19,1118,1122.75,1098.75,1110,3585852,2607620
2010-05-18,1135.5,1147.5,1115.25,1118.75,3092769,2584389
2010-05-17,1133.75,1140.25,1112.75,1134.5,3052733,2570497
2010-05-14,1155.5,1159.5,1123.75,1135.25,2979512,2589750
2010-05-13,1169,1174.75,1153.75,1156.75,1963587,2576551
2010-05-12,1151.75,1171.25,1141,1169.75,2109839,2595338
2010-05-11,1156,1169,1140.5,1152.25,2663633,2686701
2010-05-10,1125.25,1162,1121.5,1156.5,3640288,2646663
2010-05-07,1123.75,1135.5,1090.75,1107,5013862,2647315
2010-05-06,1163.75,1168.75,1056,1122.5,5675645,2688328
2010-05-05,1171.75,1175,1154.75,1164,3057926,2591435
2010-05-04,1198.25,1199.75,1164.25,1172.5,3553338,2537709
2010-05-03,1184.5,1202,1183.75,1198.5,1797282,2546897
2010-04-30,1205.5,1208,1182.75,1183.5,2897399,2506087
2010-04-29,1190,1206.25,1188,1205.25,1980761,2512231
2010-04-28,1181.5,1192,1176.75,1190,2857714,2534454
2010-04-27,1207.75,1210,1177.5,1181,3590721,2551935
2010-04-26,1211.25,1216.75,1207.5,1208.25,1624454,2504414
2010-04-23,1201.25,1213.75,1197.5,1212.25,1856101,2505018
2010-04-22,1198.5,1207,1186.25,1201.75,2668931,2523968
2010-04-21,1205,1209.5,1195,1200.5,2168277,2483833
2010-04-20,1195.75,1205.75,1194,1205.5,1534819,2474254
2010-04-19,1186,1196.5,1179.75,1195.5,2480009,2463376
2010-04-16,1208,1208.5,1182.75,1190.25,3584806,2465049
2010-04-15,1206.5,1210.5,1201,1208.5,1732427,2448263
2010-04-14,1195.5,1207.25,1194.5,1206.5,1727998,2440787
2010-04-13,1192.25,1195.75,1185,1193,1553891,2412904
2010-04-12,1194.75,1198.5,1190.75,1192.5,1253624,2379785
2010-04-09,1183.5,1193,1183,1192.5,1450628,2383750
2010-04-08,1178.5,1185,1171,1183.75,1910628,2389116
2010-04-07,1185.75,1186.25,1173.25,1179,2171684,2364972
2010-04-06,1183,1188,1177.25,1185.75,1395387,2398237
2010-04-05,1178.75,1183.75,1174.5,1183,1025888,2397813
2010-04-02,1173.5,1178.75,1170.25,1173.75,110822,2395648
2010-04-01,1167,1177.5,1165.75,1173.75,1942722,2403558
2010-03-31,1169,1170.5,1161.25,1165.25,2109287,2379962
2010-03-30,1168.5,1173.75,1164.25,1169.5,1642976,2411847
2010-03-29,1164.75,1171,1164,1168.75,1454311,2422677
2010-03-26,1162.25,1169.75,1156.5,1163.5,2161399,2406679
2010-03-25,1164.25,1176.5,1160.25,1162.75,2355473,2390362
2010-03-24,1169.25,1170,1161,1164.5,1992386,2364585
2010-03-23,1161.75,1170.5,1159,1169.5,1856410,2343536
2010-03-22,1153.25,1163.25,1146.75,1162,1915804,2366678
2010-03-19,1161.25,1165,1150.25,1156.25,2165925,2364398
2010-03-18,1160.75,1164,1156.25,1161.25,1819642,2326816
2010-03-17,1154.75,1165.5,1154,1161,2038542,2229054
2010-03-16,1145.75,1155.75,1144.5,1154.75,2010549,2086456
2010-03-15,1146,1146.5,1136.5,1145.75,1693881,1788753
2010-03-12,1146,1152,1142,1146.5,1866265,1481062
2010-03-11,1140.5,1146.25,1134,1146,1467691,1109345
2010-03-10,1135.25,1143.25,1133.5,1141,357616,490052
2010-03-09,1132.5,1140.5,1127,1135.75,108044,238030
2010-03-08,1131.75,1135.75,1130.25,1132.5,50317,186406
2010-03-05,1117.75,1134.25,1117,1131.75,37193,154938
2010-03-04,1113.25,1118.5,1109.5,1117.5,28003,134509
2010-03-03,1111.25,1120,1110.5,1114,30669,116654
2010-03-02,1109.75,1117.75,1108.25,1112.5,24086,93576
2010-03-01,1101.25,1110.25,1099.25,1109.75,20237,74274
2010-02-26,1098.2,1103.95,1092.65,1099.5,394655.2,610307.2
2010-02-25,1100.15,1100.35,1081.8,1099.4,1087085.2,1166197.8
2010-02-24,1094.85,1103.3,1090.7,1101.6,1131966.2,1704227
2010-02-23,1106.1,1111.7,1089.3,1096.3,1781497,2247110.8
2010-02-22,1106,1112.75,1103.5,1107.5,1317880,2759021
2010-02-19,1105.5,1111,1092.5,1106.25,2096659,2754810
2010-02-18,1099.75,1106.75,1093,1105.5,1832739,2804518
2010-02-17,1093.25,1100,1092.5,1099.5,1669958,2803301
2010-02-16,1076.5,1094,1075.25,1093.25,1761523,2795293
2010-02-15,1077.5,1079,1073.5,1075.5,2747993,2837310
2010-02-12,1076.25,1079.75,1060,1079,2746593,2842686
2010-02-11,1063.5,1078,1057.5,1076.5,2262497,2826210
2010-02-10,1066.5,1072.5,1056.25,1063.25,2204772,2813255
2010-02-09,1055.5,1077,1054,1066.25,3014475,2810384
2010-02-08,1062,1068.5,1053,1056,2061320,2795324
2010-02-05,1061.75,1065,1040.75,1059.75,3983950,2752149
2010-02-04,1096.25,1098.25,1059.25,1061.75,3302110,2733407
2010-02-03,1097,1100.25,1090.5,1096.5,1883815,2684501
2010-02-02,1086,1101.5,1082,1097.25,2104398,2693741
2010-02-01,1070,1086.5,1068,1086.5,1896011,2619197
2010-01-29,1081,1093.25,1066.5,1070.5,3068079,2638822
2010-01-28,1094.5,1103.5,1074.25,1079.25,3052088,2613642
2010-01-27,1087.5,1096.25,1078.5,1094.75,2634603,2625603
2010-01-26,1094,1100,1081,1087,2449263,2620022
2010-01-25,1094,1103,1089.75,1092.5,2080292,2589797
2010-01-22,1109.75,1115.75,1086.25,1091,3544446,2615680
2010-01-21,1134.5,1139.25,1110.25,1110.5,3438955,2536905
2010-01-20,1145,1146.5,1125.25,1134.25,2391710,2482172
2010-01-19,1136.5,1147,1126.25,1145.75,1927993,2472206
2010-01-18,1131.75,1137,1129.5,1136.75,2059496,2454453
2010-01-15,1146.75,1147.25,1127.5,1132.25,2045492,2456914
2010-01-14,1141.5,1147,1138.25,1145.25,1355731,2473392
2010-01-13,1134.25,1145.25,1129.25,1141.25,2131642,2475322
2010-01-12,1141.25,1143,1127.75,1134,2117166,2439036
2010-01-11,1141.75,1148,1137.75,1142.5,1456443,2427453
2010-01-08,1137.25,1141.75,1131,1141.5,1527666,2420194
2010-01-07,1133,1138.75,1127,1137.5,1567025,2406352
2010-01-06,1132,1135.5,1127.25,1133,1259921,2396493
2010-01-05,1128.5,1133,1125,1132.25,1378593,2402850
2010-01-04,1113.75,1129.75,1113.25,1128.75,1291254,2440458
2009-12-31,1121.75,1125.25,1109.75,1110.75,638861,2392916
2009-12-30,1121.25,1122.5,1113,1122,579344,2397986
2009-12-29,1122.75,1128.5,1120.5,1121.75,579344,2397986
2009-12-28,1120.5,1126.25,1117.5,1123,474293,2392937
2009-12-24,1115.25,1122.5,1114.75,1122,248984,2394340
2009-12-23,1113.75,1120,1111.25,1115.5,930910,2374664
2009-12-22,1107.75,1115.75,1107.25,1113.5,930910,2374664
2009-12-21,1098.75,1113.25,1096.5,1108.25,1163792,2359131
2009-12-18,1094.25,1102.75,1088.5,1097.75,1732758,2332548
2009-12-17,1105.25,1106.5,1090.75,1094.25,2014202,2333026
2009-12-16,1103.75,1112,1103,1105.75,1666850,2277192
2009-12-15,1108.25,1111,1100.25,1104,1804825,2112600
2009-12-14,1102.5,1113,1099.75,1108.5,1720435,1779529
2009-12-11,1097.75,1105.5,1096.25,1103.25,1710243,1315764
2009-12-10,1090.25,1101.5,1087.75,1097.25,1104971,908695
2009-12-09,1085,1092.5,1080.5,1091,355747,500284
2009-12-08,1099.5,1102.5,1082.75,1085.25,169424,276177
2009-12-07,1102.75,1106,1094,1099,44683,155404
2009-12-04,1091.25,1114.25,1090.75,1103.25,39314,127011
2009-12-03,1103,1112,1092.75,1093.25,33271,109407
2009-12-02,1103.5,1110.5,1099.5,1103,16299,87109
2009-12-01,1088.5,1107,1087.5,1103.5,10611,76860
2009-11-30,1084.7,1093.8,1080.9,1090.95,410424.6,575112
2009-11-27,1082.9,1095.25,1064.15,1086.5,685766.4,1083339.8
2009-11-26,1106.65,1109.35,1081,1083.05,648390.4,1572441.6
2009-11-25,1102.35,1110.25,1101.3,1108,863365.2,2068778.4
2009-11-24,1103.5,1107,1095,1103,1584089,2568594
2009-11-23,1089.75,1111.5,1089,1103.75,1545064,2567414
2009-11-20,1094,1095,1083.5,1090,1451811,2564267
2009-11-19,1108.5,1109.5,1086.5,1094.25,2047058,2551165
2009-11-18,1107.5,1110.75,1100.75,1108.5,1480000,2537795
2009-11-17,1106.25,1109,1100,1107.5,1517083,2546124
2009-11-16,1092,1112.25,1091,1106.25,1992105,2556245
2009-11-13,1087.5,1096,1082.75,1091.5,1478254,2546421
2009-11-12,1096,1101,1082.5,1087.25,2020189,2521044
2009-11-11,1091.75,1103.25,1091.25,1096.25,1800698,2503906
2009-11-10,1091.5,1094.5,1085,1092,1810118,2501068
2009-11-09,1065.75,1092,1065,1091.75,1833896,2503851
2009-11-06,1063.25,1069.5,1053.5,1066.25,2082058,2525359
2009-11-05,1046.75,1064,1039,1063.25,1949016,2512147
2009-11-04,1041.75,1058.5,1040.75,1047,2360779,2510493
2009-11-03,1039.25,1044,1026.5,1041.75,2315679,2483205
2009-11-02,1031.25,1049.5,1026,1039,2783823,2458795
2009-10-30,1061.25,1062.75,1029.5,1033,3376612,2477634
2009-10-29,1038.75,1064,1037.25,1061.5,2298367,2485726
2009-10-28,1061,1063,1038,1038.5,2843071,2515492
2009-10-27,1066.25,1069.75,1057,1060.5,2460527,2440271
2009-10-26,1076.5,1088.5,1061.25,1066.25,2339507,2447660
2009-10-23,1090.5,1095.25,1071.5,1077,2348150,2428355
2009-10-22,1076.5,1092.25,1070.25,1090.75,2184400,2427259
2009-10-21,1089,1098.5,1072.5,1078,2418114,2412330
2009-10-20,1089.75,1099,1082,1089.5,1991670,2372653
2009-10-19,1080.25,1096.75,1076.25,1091,1559384,2367497
2009-10-16,1090.25,1095.5,1077.5,1082,2017636,2362701
2009-10-15,1087.5,1093.25,1080.5,1089.75,1839117,2356006
2009-10-14,1072.75,1089.75,1072.75,1087.75,1968023,2349352
2009-10-13,1071,1074.25,1063,1068.75,1519381,2316144
2009-10-12,1067.75,1076.75,1067,1071.5,1060806,2319235
2009-10-09,1063.25,1068.5,1058.5,1068,1327011,2318284
2009-10-08,1053.5,1067.25,1053.25,1063.75,1874290,2325368
2009-10-07,1048.25,1054.75,1045.25,1053.5,1692060,2322719
2009-10-06,1036.75,1056.75,1035.5,1048.5,2160838,2323862
2009-10-05,1021.75,1038.5,1019.5,1036.5,1675762,2338305
2009-10-02,1027,1027.75,1012,1021.75,2564606,2377429
2009-10-01,1053.5,1056,1024.75,1027.5,2761051,2333339
2009-09-30,1054.75,1063.25,1041.5,1053,2852909,2322630
2009-09-29,1059.25,1065.75,1053.25,1054.75,1645534,2337279
2009-09-28,1042.25,1061,1035.75,1059,1516970,2345906
2009-09-25,1044,1049.5,1036.25,1041,1885166,2312742
2009-09-24,1058.5,1064,1041,1044.25,2315316,2339397
2009-09-23,1067.25,1075.75,1055.25,1059,2129823,2292316
2009-09-22,1060,1069.25,1059.5,1067.25,1414027,2281989
2009-09-21,1059.25,1062.75,1051.5,1060.5,1698615,2309550
2009-09-18,1063,1067.75,1056,1061,1872677,2285348
2009-09-17,1063.25,1071.5,1056.25,1062.75,2477295,2287204
2009-09-16,1045.75,1064,1044.5,1063.5,2485619,2218338
2009-09-15,1043.25,1052,1038.25,1046,2605342,2093060
2009-09-14,1036,1045.25,1025.5,1043.5,1946759,1754819
2009-09-11,1037,1043.75,1033.5,1037.25,1760936,1433498
2009-09-10,1028,1039.5,1023,1037.5,1510627,1076887
2009-09-09,1019.75,1031.75,1014.75,1028,358078,567994
2009-09-08,1016.5,1022.5,1014.25,1020.75,114337,277127
2009-09-07,1010.25,1018.5,1008.25,1016.75,46328,193195
2009-09-04,997,1011.75,995.5,1009.5,46177,163055
2009-09-03,989.75,999,987,997.25,22614,163055
2009-09-02,992.25,995.25,986.5,989.75,37573,149974
2009-09-01,1015.75,1023,991,992,42551,121331
2009-08-31,1022.9,1027,1009.85,1017.35,341732.4,589664.6
2009-08-28,1026.55,1036.05,1019.6,1024.8,636000,1088142.4
2009-08-27,1024.25,1030.95,1013.05,1027.45,1248326.2,1597570.8
2009-08-26,1024.9,1031,1019.35,1026,1510631.6,2093391.6
2009-08-25,1024.25,1038,1018.25,1026,2067951,2595556
2009-08-24,1025,1035,1021.25,1024.5,1725611,2610680
2009-08-21,1004.5,1027,996.5,1025.5,1932725,2588633
2009-08-20,996.75,1007.75,994.25,1004.75,1639885,2605685
2009-08-19,989.5,998.75,976.75,997,2127507,2620243
2009-08-18,978.25,990,976.25,989.5,1753397,2580058
2009-08-17,1004.25,1004.25,975.5,978.25,2201445,2568025
2009-08-14,1013,1015.75,992.25,1005.75,1836479,2566203
2009-08-13,1002.25,1015.25,998,1013.5,1828176,2611704
2009-08-12,992.5,1011.25,985.75,1002.25,2040882,2620971
2009-08-11,1007,1010.75,990,993,1612512,2556966
2009-08-10,1005.75,1007.75,998.25,1007.5,1189129,2562559
2009-08-07,994.75,1016,990,1006.5,1979123,2557842
2009-08-06,1000.25,1007.75,989.75,995,1731837,2543186
